Question,Answer,intent
Do the COVID-19 vaccines contain any animal products in them?,"
        
                  
        
                              

  
                      No, none of the WHO-approved COVID-19 vaccines contain animal products.
            


                  
  
            
  
",covid
I’ve seen inaccurate information online about COVID-19 vaccines. What should I do?,"
        
                  
        
                              

  
                      Sadly, there is a lot of inaccurate information online about the COVID-19 virus and vaccines. A lot of what we’re experiencing is new to all of us, so there may be some occasions where information is shared, in a non-malicious way, that turns out to be inaccurate.

Misinformation in a health crisis can spread paranoia, fear and stigmatization. It can also result in people being left unprotected or more vulnerable to the virus. Get verified facts and advice from trusted sources like your local health authority, the UN, UNICEF, WHO.

If you see content online that you believe to be false or misleading, you can help stop it spreading by reporting it to the social media platform.
            


                  
  
            
  
",covid
What is COVAX?,"
        
                  
        
                              

  
                      COVAX is a global effort committed to the development, production and equitable distribution of vaccines around the world. No country will be safe from COVID-19 until all countries are protected.

There are 190 countries and territories engaged in the COVAX Facility, which account for over 90 per cent of the world’s population. Working with CEPI, GAVI, WHO and other partners, UNICEF is leading efforts to procure and supply COVID-19 vaccines on behalf of COVAX.  

Learn more about COVAX.
            


                  
  
            
  
",covid
Symptoms of a heart attack,"Symptoms of a heart attack

Symptoms of a heart attack can include:

chest pain – a feeling of pressure, heaviness, tightness or squeezing across your chest
pain in other parts of the body – it can feel as if the pain is spreading from your chest to your arms (usually the left arm, but it can affect both arms), jaw, neck, back and tummy
feeling lightheaded or dizzy
sweating
shortness of breath
feeling sick (nausea) or being sick (vomiting)
an overwhelming feeling of anxiety (similar to a panic attack)
coughing or wheezing

The chest pain is often severe, but some people may only experience minor pain, similar to indigestion.

While the most common symptom in both men and women is chest pain, women are more likely to have other symptoms such as shortness of breath, feeling or being sick and back or jaw pain.

Call 999 immediately if you think someone might be having a heart attack. The faster you act, the better their chances.",heart
Treating heart attacks,"Treating heart attacks

While waiting for an ambulance, it may help to chew and then swallow a tablet of aspirin (ideally 300mg), as long as the person having a heart attack is not allergic to aspirin.

Aspirin helps to thin the blood and improves blood flow to the heart.

In hospital, treatment for a heart attack depends on how serious it is.

The 2 main treatments are:

using medicines to dissolve blood clots
surgery to help restore blood to the heart",heart
Causes of a heart attack,"Causes of a heart attack

Coronary heart disease (CHD) is the leading cause of heart attacks.

CHD is a condition in which the major blood vessels that supply the heart get clogged with deposits of cholesterol, known as plaques.

Before a heart attack, 1 of the plaques bursts (ruptures), causing a blood clot to develop at the site of the rupture.

The clot may block the supply of blood to the heart, triggering a heart attack.",heart
Recovering from a heart attack,"Recovering from a heart attack

The time it takes to recover from a heart attack will depend on the amount of damage to your heart muscle.

Most people can return to work after having a heart attack. Some people are well enough to return to work after 2 weeks. Other people may take several months to recover. How quickly you can go back to work depends on your health, the state of your heart and the type of work you do.

The recovery process aims to:

reduce your risk of another heart attack through a combination of lifestyle changes (such as eating a healthy diet), and medicines (such as statins), which help to lower blood cholesterol levels
gradually restore your physical fitness so you can resume normal activities (cardiac rehabilitation)

Find out more about recovering from a heart attack",heart
Complications of a heart attack,"Complications of a heart attack

Complications of a heart attack can be serious and possibly life threatening.

These include:

arrhythmias – these are abnormal heartbeats. 1 type is where the heart begins beating faster and faster, then stops beating (cardiac arrest)
cardiogenic shock – where the heart's muscles are severely damaged and can no longer contract properly to supply enough blood to maintain many body functions
heart rupture – where the heart's muscles, walls or valves split apart (rupture)

These complications can happen quickly after a heart attack and are a leading cause of death.

Many people die suddenly from a complication of a heart attack before reaching hospital or within the 1st month after a heart attack.

The outlook often depends on:

age – serious complications are more likely as you get older
the severity of the heart attack – how much of the heart's muscle has been damaged during the attack
how long it took before a person received treatment – treatment for a heart attack should begin as soon as possible

Find out more about complications of a heart attack",heart
When did the CPR guidelines change?,"In October, 2015 the American Heart Association issued new guidelines for the performance of CPR. The major change compared to the prior guidelines is to start with chest compressions rather than ventilations. Thus the new sequence is:
Check for unresponsiveness and lack of breathing or abnormal breathing.
Activate emergency response (call 911 in the US and Canada).
Perform 30 chest compressions - push hard and push fast in the center of the chest at a rate of 100-200 per minute and a depth of 2-2.4 inches.
If you are trained give 2 ventilation and then alternate 30 compressions with 2 ventilations.
If you are not trained in ventilations continue with chest compressions.",heart
Why did these guidelines change?,"Recent animal and human data suggests that CPR is more likely to succeed if the heart is full of blood, especially just prior to a defibrillatory shock, and the best way to accomplish this is with adequate chest compressions. Since it is very difficult for an untrained persons to perform adequate mouth-to-mouth ventilations it is better that emphasis be placed on continuous chest compressions.",heart
When should I do hands-only CPR?,"The American Heart Association recommends hands-only CPR in the following circumstances: If a bystander, not trained in standard CPR, sees an adult suddenly collapse or come upon a collapsed person then he or she should call 911 and provide chest compressions by pushing hard and fast in the center of the chest. Interruptions should be kept to a minimum until trained rescuers arrive. For bystanders previously trained in standard CPR, hand-only CPR may be performed if the bystander is not confident or is unwilling to perform mouth-to-mouth ventilation.",heart
"What is the correct action where someone needs to be moved to perform CPR, such as a car accident? Does the risk of additional harm (such as spinal injury or bleeding) outweigh the benefits of CPR if nobody qualified is on scene?","If the person is in need of CPR and must be moved, move the person and begin CPR.  Remember if you don't do CPR the person will die.  The neck injury is only theoretical if you move the person.  Death, if you don't do CPR, is 100% certain.  Whenever you move a person with a possible neck injury try to support the head during movement and keep it as straight as possible.",heart
"During the CPR, what is the percentage of heart efficiency as a pump?",The best estimate of the heart efficiency during CPR is 20-30% of normal.,heart
I heard that no matter if a person is unconscious that you should perform CPR. Is this true? When should you not perform CPR?,"It is true that sometimes a person may be unconscious and their heart is still beating and they may still be breathing. Such a situation, for example, may occur in someone who has just had a grand mal seizure. If you tried to do CPR on such a person he or she would probably groan and even try to push you away. This would be your clue that CPR was not needed. CPR is intended only for someone whose heart and breathing has stopped. If the victim moves or pushes you away, you should stop CPR.",heart
What is the ratio of 2-person CPR?,"The ratio of chest compressions to mouth-to-mouth is the same for 2 person CPR as for 1 person CPR, namely 30:2.",heart
How do I perform CPR on a person who has a tracheal stoma? Do I have to cover their mouth or just breath directly into the stoma?,"There are two types of stomas, one which communicates to the nose and mouth and one which doesn't. Since you won't know which type you are dealing with, it is best to pinch the victim's nose closed, keep the victim's mouth closed and breathe directly into the stoma opening.",heart
When you are giving mouth to mouth are you actually breathing oxygen into the victim's lungs or are you trying to stimulate breathing by breathing carbon dioxide into their lungs?,You are breathing oxygen into the lungs. Your exhaled breath contains 16% oxygen which is close to the 20% contained in the air you breathe in.,heart
"When performing CPR, how do I know if it's working?",You can tell if the chest rises with ventilation. It is hard to determine if the chest compression results in a pulse. Do the best you can and don't stop. It's better to perform CPR imperfectly than not at all.,heart
"If a person has had bypass surgery, and a situation occurs that they require CPR, are there any special considerations that need to be made?","No, CPR should be done in the regular fashion.",heart
Is it easier to break an overweight person's ribs or a skinnier persons ribs when performing cpr?,"The weight of the victim has little to do with the chances of breaking a rib, instead the age of the victim seems to determine the fragility of the bones.",heart
Can I kill someone if I do CPR incorrectly?,"No. Remember the person in cardiac arrest is already clinically dead. CPR can only help. Even if it's not done ""letter perfect"" it will probably provide some benefit to the victim.",heart
What if I crack a rib when I do CPR?,"Frequently ribs are broken with the pressure CPR places on the sternum. Some studies quote up to 30% of cardiac arrest victims have broken ribs as a result of CPR. This happens more frequently the older the victim since the cartilage is less compliant and the bones more easily crackable. But remember, it's better to have a cracked rib than be dead.",heart
Will CPR always save a life?,"No, in fact, most instances of CPR for cardiac arrest are unsuccessful.",heart
What is the recovery position?,"Assuming the person has a pulse and is breathing, the recovery position means placing the person on his or her side. This allows for the person not to choke on saliva and helps keep the airway open. The downside arm may be raised to suport the head.",heart
What should you do for a person who has been accidentally shocked by electricity?,A person with electric shock (assuming the shock doesn't severely damage the body) often dies from the heart going into ventricular fibrillation. Such a person needs CPR and it should be performed in the regular fashion. If CPR begins quickly and if a defibrillator arrives quickly this person has an excellent chance of survival.,heart
"I want to know what the current teachings are on helping a choking victim. I have heard conflicting information on back blows for an adult. Is it still recommended, or discouraged?",The first action to take in adults and children is the Heimlich maneuver. Back blows are the first thing to do only in infants who are conscious. In doing the back blows the infant should be in a face down position with the head lower than the body.,heart
What if the victim vomits?,Vomit is obviously unpleasant. If it happens (and it may in one out of 20 cardiac arrests) merely turn the head to the side and wipe out the vomit as best you can with your finger.,heart
"If someone has an asthma attack and collapses, what should a person do? Will CPR help?","If someone collapses from an asthma attack, it is because he or she is not getting enough oxygen. This is because all the lung's small airways have narrowed and are not allowing enough air to reach the air sacs. Mouth to mouth respiration may help a little. The real need is to get this person to an emergency department so that the patient can receive medications and emergency endotracheal intubation (a tube in the main airway).",heart
What are some of the causes of CPR being used for in infants and children?,Usually CPR in infants and children is performed for respiratory arrest such as severe asthma. Ventricular fibrillation is rare in children but very common in older adults.,heart
"In regards to administering the Heimlich Maneuver to a victim while they are lying down, should the head be facing up, as when administering CPR (in order to clear the airway), or to the side?",The victim's head should be facing up with the victim on his/her back. Since the airway is blocked you shouldn't spend much time positioning the head. The Heimlich maneuver is the most important thing to do and should unblock the airway,heart
What if the victim is wearing dentures?,Keep them in place if possible as they will allow for a better seal of your mouth on his/hers.,heart
Can I get AIDS from doing CPR?,No. There has never been a documented case of AIDS transmitted by CPR.,heart
Can I get sued if I perform CPR?,You theoretically could but there has never been a successful suit brought against someone performing CPR.,heart
Does the Good Samaritan law protect me?,"Yes, if you give assistance, including CPR, for a medical emergency Good Samaritan laws cover you.",heart
What are agonal respirations?,"When the heart stops beating in cardiac arrest the breathing center in the brain is still alive for a couple of minutes and will cause the victim to take a few abnormal breaths. These abnormal breaths associated in dying are called agonal respirations. They may appear like snoring, gasping, or snorting and will disappear in a couple of minutes. Don't let abnormal breathing stop you from starting CPR.",heart
In cardiopulmonary arrest occurring outside of a hospital what are statistics regarding successful uncomplicated recovery? Also in this situation how many patients are successfully resuscitated but are then in a vegetative state?,The statistics vary from locale to locale. In New York City or Chicago the survival rate (discharge alive from the hospital) is 2 or 3%. In Seattle the survival rate is 20% overall and 45% for ventricular fibrillation. Less than 5% of those discharged have severe neurologic damage. Over 60% return to their prior level of mental status. Persistent vegetative states are very unusual.,heart
Can CPR be performed on dogs?,"CPR can be performed on dogs. To give respiration you will need to keep the dogs mouth and lips closed and breathe through the nose. Cover the dogs nose completely with your mouth to prevent air from leaking out. You should see the chest rise if you are doing it properly. To give chest compressions you might need to press side to side instead of straight down on the chest. This is especially true for funnel chested dogs. The rates of respiration to chest compression are the same as for humans. In general, most instances of CPR for dogs will involve accidents of smoke inhalation or drowning. Respirations may indeed prove life saving especially if the dog has a heart beat. Once the dog's heart stops beating it is unlikely that CPR will be of benefit. By the way, the name gingy in my address is for my 13 year-old golden retriever.",heart
If a person moves when I do CPR should I stop?,"Yes, if a person moves his arms or legs they don't need CPR.",heart
When should I stop CPR?,"When help arrives to take over, or the victim starts to move.",heart
What chance does the person (on whom I perform CPR) have of surviving?,If you do CPR on a person whose heart has stopped beating there is a 40% chance the person will live if a defibrillator can arrive within 10 minutes to shock the heart.,heart
What should I do if I'm alone and I do not know CPR?,If you are alone and don't know how to do CPR call 911 and ask the emergency dispatcher to give you instructions over the phone.,heart
If a pregnant women chokes should I do the Heimlich Maneuver or can it harm the baby?,You should do the chest thrust in a very pregnant woman. This is like the Heimlich except you grab around the middle chest instead of the upper abdomen. Click here for more info.,heart
"What is the reason calling 911 occurs after 2 minutes of CPR for infants and children whereas for adults, the call is made immediately?",It is because airway problems are the main cause of cardiac arrest in infants and trying to correct that problem takes precedent over calling 911.,heart
"If successful CPR is dependent on a defibrillator arriving, are there any portable defibrillators available?",Portable defibrillators which operate automatically (they are called automated external defibrillators - AEDs) are available and may be purchased without a prescription. They cost around $1000. The training is very simple and takes only minutes. You should talk to your doctor as to whether one of these might be indicated in your situation.,heart
"In a trekking guidebook I own it states that if there has been a trauma fall and the victim has no pulse, then CPR is futile, is this true?","Doing CPR in the wilderness is futile. I would, however, make an attempt to open the airway and perhaps give several ventilations. You may be dealing with respiratory arrest and a little mouth to mouth could be lifesaving.",heart
"Is it true that if a victim ""regains"" a pulse after doing CPR he/she has probably had a pulse all along?",You are partially correct. The most common cause of cardiac arrest is VF and this cannot be converted with CPR alone. Electricity is required. However there are some instances when the heart is going very slowly and CPR can oxygenate the system enough to get the heart going again.,heart
What is Sudden Cardiac Arrest?,"Sudden Cardiac Arrest (SCA) is a life-threatening emergency that occurs when the heart suddenly stops beating. It strikes people of all ages who may seem to be healthy, even children and teens. When SCA happens, the person collapses and doesn’t respond or breathe normally. They may gasp or shake as if having a seizure. SCA leads to death in minutes if the person does not get help right away. Survival depends on people nearby calling 911, starting CPR¹, and using an AED² (if available) as soon as possible.

¹CPR: Cardiopulmonary resuscitation is when you push hard and fast on the center of chest to make the heart pump. Compressions may be given with or without rescue breaths.

²AED: Automated external defibrillator is a device that analyzes the heart and if it detects a problem may deliver a shock to restart the heart’s normal rhythm.",heart
What causes Sudden Cardiac Arrest?,"
          SCA can result from cardiac causes (abnormalities of the heart muscle or the heart’s electrical system), external causes (drowning, trauma, asphyxia, electrocution, drug overdose, blows to the chest), and other medical causes such as inflammation of the heart muscle due to infection. Most SCAs are caused by an abnormal heart rhythm (arrhythmia). The most common life-threatening arrhythmia is ventricular fibrillation, which is an erratic, disorganized firing of impulses from the ventricles (the heart’s lower chambers). When this occurs, the heart is unable to pump blood and death will occur within minutes if left untreated. Heart attacks can also lead to SCA.
        ",heart
What are the signs and symptoms of Sudden Cardiac Arrest?,"
          Usually, the first sign of SCA is loss of consciousness (fainting). Typically, the person collapses and doesn’t respond or breathe normally. They may gasp or shake as if having a seizure.
        ",heart
How common is Sudden Cardiac Arrest?,"
          SCA is the third leading cause of death in the U.S. It affects about 1,000 people outside hospital settings every day. Unfortunately, only one in 10 victims survive.
        ",heart
Does Sudden Cardiac Arrest mostly affect the elderly?,"
          No. While the average SCA victim is about 60-years-old, SCA affects people of all ages—even children and teens. Thousands of youth under the age of 18 experience SCA each year in the U.S.
        ",heart
Is Sudden Cardiac Arrest the same as a heart attack?,"
          No. SCA is an electrical problem in the heart. When people have SCA, they are not awake, their hearts are not beating, and they are unable to communicate. Symptoms of SCA include sudden loss of responsiveness and absence of normal breathing. In contrast, a heart attack is a circulatory problem in the heart. When people have heart attacks, they are awake, their hearts are beating, and they are able to communicate. Symptoms of heart attack can include chest discomfort; pain or discomfort in one or both arms, the back, neck, jaw or stomach; shortness of breath; sweating; nausea; and lightheadedness. Heart attacks can lead to SCA, but there also are many other causes.
        ",heart
Where does Sudden Cardiac Arrest typically occur?,"
          When SCA happens outside a hospital setting, it occurs most often in a home or residence, followed by public settings and nursing homes. About 7 in 10 events occur in home settings.
        ",heart
Who is at risk for Sudden Cardiac Arrest?,"
          Risk factors for SCA include:


	Low ejection fraction or weak heart muscle
	Prior heart attack 
	Heart failure
	Abnormal heart rate or heart rhythm (arrhythmia)
	Family history of arrhythmia
	Family history of sudden cardiac death 
	Congenital heart defects
	Hypertrophic cardiomyopathy (a thickened heart muscle that especially affects the ventricles)
	Viral infection in the heart
	History of syncope (fainting) 
	Coronary artery disease (CAD) and risk factors for CAD, including smoking, high blood pressure, diabetes, high cholesterol, obesity, and a sedentary lifestyle
	Significant changes in blood levels of potassium and magnesium (e.g., from using diuretics)
	Recreational drug use.

        ",heart
What is the ejection fraction?,"
          Ejection fraction (EF) refers to how well the heart is pumping. It's the percentage of blood that is pumped out of the heart’s main pumping chamber during each heartbeat. If the EF is low (35% or lower), the person is at increased risk for sudden cardiac death. It is important to know that the EF can change over time.
        ",heart
Does Sudden Cardiac Arrest mostly affect people with a history of heart problems?,"
          No. SCA often is the first indication of a heart problem.
        ",heart
What causes Sudden Cardiac Arrest in young people?,"
          While there are a number of possible causes, there are three common causes. One cause is Hypertrophic Cardiomyopathy (HCM), a congenital heart muscle disease in which the walls of the heart’s left ventricle become abnormally thickened. The structural abnormality can lead to obstruction of blood flow from the heart, causing loss of consciousness and an irregular heartbeat, leading to SCA. Another cause, Long QT syndrome, is an often-unrecognized congenital condition that predisposes the child to an abnormality in the heart’s electrical system that can lead to SCA. Episodes are most commonly triggered by physical exertion or emotional stress. Finally, commotio cordis is an electrical disturbance caused by a blow to the chest. It occurs most often in baseball, but has been reported in other sports and situations in which there is a blow to the chest.
        ",heart
How can Sudden Cardiac Arrest be prevented?,"
          Living a healthy lifestyle—exercising regularly, eating healthy foods, maintaining a healthy weight, and avoiding smoking—can help prevent SCA. Monitoring and controlling blood pressure, cholesterol levels and diabetes is also important. If there is a family history of SCA, it is important to be checked by a cardiologist or electrocardiologist. If abnormal heart rhythms (arrhythmias) are detected, they can be treated through implantable cardioverter defibrillator (ICD) therapy, use of medications such as ACE inhibitors, beta blockers and calcium channel blockers, and catheter ablation. Some patients, especially those who have had previous heart attacks, may benefit from the use of wearable cardioverter defibrillators (WCDs).
        ",heart
"What about heart screening, e.g., for student athletes?","
          Coming soon!
        ",heart
What is an implantable cardioverter defibrillator?,"
          An implantable cardioverter-defibrillator (ICD) is a battery-powered device placed under the skin to monitor the heart rate. If an abnormal heart rhythm is detected (i.e., the heart is beating chaotically or too fast), the device will deliver a shock to restore a normal heartbeat. ICDs can prevent cardiac arrest in high-risk patients.
        ",heart
What is a wearable cardioverter defibrillator?,"
          A wearable cardioverter defibrillator (WCD) is prescribed for patients at risk of SCA. It consists of a garment, an electrode belt, and a monitor. While some defibrillator devices are implanted under the skin, the wearable defibrillator is worn under the clothes, directly against the patient’s skin. 
        ",heart
How should Sudden Cardiac Arrest be treated?,"
          SCA is treatable most of the time—especially when it is due to an electrical abnormality called ventricular fibrillation—as long as it is treated quickly. Treatment includes cardiopulmonary resuscitation (CPR) and use of defibrillators. This treatment must be provided immediately to be effective, ideally within three to five minutes after collapse. Even the fastest emergency medical services may not be able to reach a victim this quickly. That is why prompt action by bystanders is critical and why it is so important that more laypersons learn CPR and how to use an automated external defibrillator (AED). 

Laypersons should be prepared to recognize the emergency, call 911, give CPR and use the nearest AED. If the person is not responsive and not breathing normally, one should suspect SCA and start CPR. This has been called the ""No-No-Go"" protocol. When a person suffers cardiac arrest, he or she is clinically dead, but life can often be restored with immediate bystander action.

Subsequent care includes administration of medications and other advanced cardiac life support techniques by emergency medical personnel. Patients who have been successfully resuscitated but remain in a coma after cardiac arrest due to ventricular fibrillation (VF) may benefit from mild therapeutic hypothermia (cooling), which can improve the chances of survival with good brain function. SCA survivors should see heart specialists (cardiologists and electrophysiologists) for follow-up care.
        ",heart
What is CPR?,"
          CPR, or cardiopulmonary resuscitation, involves pushing on the center of the chest (between the nipples) hard and fast (100-120 pumps per minute) to circulate oxygenated blood already in the body to the brain and other organs. 
        ",heart
What is an AED?,"
          An AED, or automated external defibrillator, is a device that automatically analyzes heart rhythms and advises the operator to deliver a shock if the heart is in a fatal heart rhythm. It is designed for use by untrained bystanders. AEDs are safe and cannot hurt the victim.
        ",heart
Is there anything a bystander can do to help save a life threatened by Sudden Cardiac Arrest?,"
          Yes. The chances of survival from SCA increase dramatically if the victim receives immediate CPR and treatment with an automated external defibrillator (AED). AEDs are designed for use by laypersons and provide visual and voice prompts. They will not shock the heart unless shocks are needed to restore a healthy heartbeat. Bystander intervention with CPR and AEDs can greatly improve the likelihood of survival. In fact, if bystanders use AEDs before EMS arrival, survival rates can be as high as 50%.
        ",heart
How does an AED work?,"
          A computer inside the AED analyzes the victim’s heart rhythm. The device determines whether a shock is needed. Some devices shock the victim automatically if a shock is needed. Other devices require that the operator press a button to deliver the shock. The shock is delivered through pads applied to the victim’s bare chest. The shock stuns the heart, stopping abnormal heart activity and allowing a normal heart rhythm to resume.
        ",heart
Who can use an AED?,"
          An AED is designed for use by any bystander, regardless of training. The AED uses voice and visual prompts to advise the user how to apply electrode pads and whether or not to administer a shock. Some devices shock automatically if the victim has a fatal heart rhythm. Training is recommended since many victims also need CPR (cardiopulmonary resuscitation). 
        ",heart
Can I accidentally hurt the victim with an AED?,"
          No. Most SCA victims will die if they are not treated immediately. Your actions can only help. AEDs are designed in such a way that they will only shock victims who need to be shocked.
        ",heart
Can I hurt myself or others with an AED?,"
          No, not if you use it properly. The electric shock is programmed to go from one pad to the other through the victim's chest. Basic precautions, such as not touching the victim during the shock, ensure the safety of rescuers and bystanders.
        ",heart
Can the AED be used safely if the victim is on a metal surface such as a bleacher or stretcher?,"
          Yes. AEDs can be used safely as long as the electrode pads do not come into contact with the metal surface.
        ",heart
Are there special considerations when placing electrodes on a female victim?,"
          If the victim is wearing a bra, remove it before placing electrode pads.
        ",heart
"What if the victim has a medication patch, such as nitroglycerin?","
          Never place AED electrode pads directly on top of medication patches. If the patch is in the way of the AED pads, remove it and wipe off the area with the victim's shirt. Do not touch the patch with bare skin. Then apply the pads to the clean, bare skin. 
        ",heart
What if the victim has an implantable pacemaker or defibrillator?,"
          If the victim has an implantable pacemaker or defibrillator with a battery pack (visible as a lump under the skin), avoid placing the pad directly on top of the implanted medical device.
        ",heart
Do AEDs always help SCA victims?,"
          AEDs are designed to treat victims in SCA with an irregular heart rhythm called ventricular fibrillation (VF). AEDs work best in these victims if they are used quickly and if the victim has received cardiopulmonary resuscitation (CPR).
        ",heart
"What is the difference between AEDs and defibrillators commonly used on ambulances, in hospitals, and on TV?","
          Defibrillators sometimes used on ambulances and in hospitals, and often seen on TV, are manual defibrillators. They are larger than AEDs and are designed to be used by medical personnel with special training. In contrast, AEDs are smaller, computerized devices designed so that virtually any operator can use them by simply following the audio and visual prompts. 
        ",heart
Where should AEDs be located?,"
          Logical locations for AED placement include police cars, airports, train, bus and subway stations, highway rest stops, sports arenas, doctor and dentist offices, health clinics, fitness clubs, shopping malls, large grocery stores, theatres, workplaces, schools, churches and retirement communities. Research has shown some of the best locations for AED placement are in 24-hour coffee shops or near ATMs. Increasingly, consumers are choosing to purchase AEDs for their homes and vehicles, since most SCAs outside hospital settings occur in home settings.
        ",heart
Do I need to have a prescription to acquire an AED?,"
          A prescription from a physician is required for purchasing some AED models. However, at least one model has been cleared by the Food and Drug Administration for use without a prescription and is available over the counter. 
        ",heart
Do AEDs replace the use of CPR?,"
          No. CPR is critical until the AED arrives at the scene. High-quality CPR can greatly improve the chances of survival.
        ",heart
Should I have an AED in my home?,"
          People who are at risk for SCA may want to consider having an AED at home. Regardless of known risk, since seven out of 10 SCAs occur at home, placing these devices in homes could save many lives.
        ",heart
Do bystanders who provide care need to be concerned about liability risks?,"
          No. A person who has suffered Sudden Cardiac Arrest is clinically dead. It is not possible to cause further injury by performing CPR or using an AED. The federal Cardiac Arrest Survival Act and state Good Samaritan laws are designed to protect laypersons from legal liability risk. Although laws vary from state to state, they generally encourage bystanders and the lay public to perform CPR and to use an AED. Depending on state law, the categories of people who are given protection include the lay public and sometimes first responders and medical professionals. Depending on state law, protection is granted unless the responder is negligent (fails to provide reasonable care), or grossly negligent (acts with a conscious disregard for the safety of the victim).
        ",heart
Who survives sudden cardiac arrest?,"
          About one in 10 EMS-treated SCA victims survives. However, there are large regional variations in survival to hospital discharge, which are largely due to bystander intervention with CPR and AEDs. When bystanders give CPR, survival rates can triple. When bystanders give CPR and use AEDs, survival rates can be as high as 50%.
        ",heart
What is therapeutic hypothermia?,"
          Therapeutic hypothermia (TH) is considered an important therapy for a comatose survivor of cardiac arrest—a patient whose heart stopped beating, was restarted during cardiopulmonary resuscitation (CPR), and who remains minimally responsive immediately after the event. It is endorsed by the American Heart Association and is performed by lowering the body temperature to 32-34ºC (approximately 90 to 93ºF). Normal body temperature is 98.6º F or 37ºC. TH works by protecting the brain and other vital organs. It lowers oxygen requirements, decreases swelling, and limits the release of toxins, which can cause cells to die. TH has been shown to improve neurological outcomes and increase survival in patients who remain in a coma after successful CPR.
        ",heart
"After resuscitation, will the survivor be able to resume a normal life?","
          Most people who survive SCA can return to their previous level of functioning. All survivors need follow-up care with physicians who specialize in heart conditions (cardiologists and electrophysiologists).
        ",heart
Do survivors of cardiac arrest experience any complications?,"
          Some survivors of cardiac arrest experience medical problems, including impaired consciousness and cognitive deficits. Functional recovery continues over the first six to 12 months after out-of-hospital cardiac arrest in adults. It is common for survivors to have memory loss and to experience depression and anxiety for some time after their event.
        ",heart
1. FOUR quick steps to save a the life of a person who has just suffered cardiac arrest.,"
                    STEP 1: Identify if it actually is a cardiac arrest. 
                      Tap on collapsed victim's both shoulders a few times and ask loudly if he is ok. If there is no
                      response from the victim either by taps or sound, check for breathing by placing the palm of
                      your hand over the abdomen for about 10 seconds. If you do not feel the abdomen rise up and
                      down, the victim is not breathing for sure. Therefore, if there is no response and no breathing,
                      it should be assumed that the victim has just suffered a cardiac arrest.

                    (NOTE: PERFORM THE NEXT 3 STEPS ONLY IF THE PERSON IS NOT RESPONSIVE OR NOT
                      BREATHING.)

                    STEP 2: Once confirmed it is cardiac arrest, dial 108/call for a CARDIAC AMBULANCE and
                      an AED (if nearby).

                    
                      STEP 3: Begin CPR immediately.
                      
                      
                        Make sure the victim is lying on his back on a firm surface (like the floor).
                        Quickly position yourself either on the left or the right side of the victim, place the
                          heel of your hand over the middle of the victim’s chest (between the nipples) and interlock
                          your fingers.
                        Give 100 to 120 chest compressions per minute. Count.
                        Keep providing chest compressions at the depth of 5 cms until the AED or emergency
                          services arrive.
                      
                      
                    

                    STEP 4: If an AED is available place its pads over the victim's body as indicated by the
                      pads and follow its prompts. 

                  ",heart
2. What is CPR/CCR?,"
                    Cardio-Pulmonary Resuscitation (CPR) or Cardio-Cerebral Resuscitation (CCR), also known as
                      heart massage or chest compressions, is an emergency procedure that focuses on chest
                      compressions in an effort to manually preserve intact brain function until further measures are
                      taken to restore spontaneous blood circulation and breathing in a person who is in cardiac
                      arrest.

                    The purpose of CPR is to keep oxygenated blood flowing around the body to keep the vital organs
                      alive, especially the brain. CPR itself may not restart a victim's heart, it just keeps him
                      alive until AED shocks are administered. An AED is a device that delivers an electrical shock to
                      the heart to restart it.

                    When should I begin CPR and when should I stop it?
                      You should begin CPR only if:
                      The victim has collapsed either in the last few minutes or in front of you and if that victim is
                      NOT breathing. Remember, CPR should NOT be performed on a person who is breathing.

                    
                      You should stop providing CPR ONLY IF:
                      
                        If the victim shows signs of life like finger movements, eye movements, coughing etc.
                        If you are asked to stop by a professional healthcare professional (ambulance crew etc).
                        
                      
                      If you become too exhausted to continue, ask the other bystander to watch how you are
                        providing the chest compressions and do exactly, as soon as you stop and then take over once
                        that bystander gets exhausted. Continue with this cycle.
                    

                  ",heart
1. What is an AED?,"
                    An AED (Automated External Defibrillator) is a lightweight, battery-operated, sophisticated,
                      portable yet easy-to-use, medical device that can analyze the heart's rhythm and, if necessary,
                      deliver a measured electrical current to help the heart re-establish an effective rhythm.

                    AEDs are used to treat sudden cardiac arrests (SCA) and are made to be used by public in dire
                      situations.

                  ",heart
2. What is the procedure to use an AED machine?,"
                    An AED is to be used ONLY on a collapsed person who's become un-responsive to either touch or
                      sound; is showing no sign of a pulse and is not breathing, whereupon its safe to presume that
                      the person has just suffered a cardiac arrest. Before using the AED, move him or her to a dry
                      area if the area of collapse is wet, and stay away from wetness when delivering shocks.

                    Turn on the AED's power if its not auto-start. The device will give you step-by-step
                      instructions.

                    Expose the person's chest. If the person's chest is wet, dry it (dry only the areas where the
                      pads are to be attached, not the entire body). AEDs have sticky pads with sensors called
                      electrodes. Apply the pads to the person's bare chest as pictured on the pads themselves by
                      indicative red arrows.

                    If the person has a lot of chest hair, you may have to trim it with the pair of scissors
                      usually provided in the AED box. (Move the AED pads at least 1 inch away from implanted devices
                      or piercings so the current can flow freely between the pads.) Make sure no one is touching the
                      victim when the shock is about to be delivered.

                    If a shock is required to be provided, the AED will let you know when to deliver it by flashing
                      the indicative button. Push the AED's ""shock"" button for the actual shock to be provided. Start
                      or resume CPR until emergency medical help arrives or until the person begins to breathe. Stay
                      with the person until medical help arrives, and report all information you know about what has
                      happened.

                  ",heart
